"","display_title","opening_date","publication_date","url","mpaa_rating","critics_pick","review","Sentiment_Score_nyt","genre"
"449","The Midwife","2017-07-21","2017-07-20","http://www.nytimes.com/2017/07/20/movies/the-midwife-review-catherine-deneuve.html","Not Rated",0,"Catherine Deneuve has played a wide variety of roles over the course of a career now spanning seven decades. But despite her exemplary range, many American viewers maintain an image of her as an aloof, exquisite, possibly imperious, possibly enigmatic beauty. This is largely because she looks like, well, Catherine Deneuve. The woman can¡¯t help it. Even when portraying the needy, nearly shambolic B¨¦atrice in ¡°The Midwife,¡± Ms. Deneuve is capable of vibrating with an elegance that implies both hauteur and froideur.B¨¦atrice is not the title character of this film, written and directed by Martin Provost. That is Claire, played by Catherine Frot, a superb and prolific actress whose work in French cinema is not nearly as well known here as Ms. Deneuve¡¯s is. Claire is fantastic at her job: calm, expert, compassionate. She cares deeply about her work, which, as the movie opens, takes place at a birthing clinic that will soon be closing. She cares so deeply, for instance, that she keeps trying to resuscitate a stillborn baby, long after everyone else has faced reality, in one of the movie¡¯s many realistic medical scenes. (This one, in particular, was sufficiently convincing to arouse my terrified curiosity as to how it was achieved. The other childbirth scenes, and there are a fair number, also look authentic.)Claire¡¯s job appears to be the main focus of a tidy, organized, somewhat lonely life. A single mother, she has a son with whom she shares a tight bond, but he¡¯s approaching adulthood and getting ready to strike out on his own. On weekends, and after biking home from the clinic, she tends a garden in a shared plot of land. Her neighbor there, a friendly, salt-of-the-earth truck driver named Paul ¡ª played with simple amiability by Olivier Gourmet, the wonderful actor and good-luck charm for the Belgian filmmaker brothers Jean-Pierre and Luc Dardenne ¡ª takes an immediate strong liking to Claire. But she¡¯s not terribly interested in making any human connections beyond those she has with the mothers she helps, and the babies she delivers.But then a voice from the past sends a tremor into her placid life. That would be Ms. Deneuve¡¯s B¨¦atrice, a former mistress of Claire¡¯s father (now dead), whose abandonment of both her lover and his daughter engendered heartbreak and worse 30 or so years earlier. Still trying to keep up appearances, despite being in a bad place, B¨¦atrice reaches out to Claire for the standard-issue movie melodrama reason: She¡¯s gravely ill (with a brain tumor) and is afraid of dying alone. Yet she won¡¯t alter her behavior, which includes a lot of smoking and drinking, some hard-core gambling and extravagant dining. Claire gives B¨¦atrice advice, refuses her proffered gifts and tries brushing her off, but of course she cannot. The tremor becomes something of a genuine seismic event for Claire.Because it is a French film, or rather the kind of French film that wants to serve its sentimentality with a dollop of prestige, ¡°The Midwife¡± doesn¡¯t offer an entirely shameless version of the ¡°dying free spirit imbues uptight caretaker with a new lust for life¡± scenario. It doesn¡¯t spoon-feed the viewer a lot of exposition, leaving parts of the back story a little enigmatic. It drops in peculiar little character touches, including one bizarre bit concerning the resemblance between Claire¡¯s son, Simon, and his dear departed grandfather.But it ends up where all of these movies do: spiritually (if you can call it that). Here the corporeal manifestation of the spiritual conclusion is three characters of a certain age in the cab of a moving 18-wheeler, smiling and singing along to Serge Reggiani. If there¡¯s an American remake of this, the singer will be Jim Croce.",0.919849556417892,"Drama"
"450","The Mountain Between Us","2017-10-06","2017-10-05","http://www.nytimes.com/2017/10/05/movies/the-mountain-between-us-review-kate-winslet-idris-elba.html","PG-13",0,"To watch the magnetic Idris Elba trudge through a monumental dud like ¡°The Mountain Between Us¡± is almost physically painful. Paired with an aloof Kate Winslet ¡ª with whom he has less chemistry than he did with Wood Harris, who played his business partner on ¡°The Wire¡± ¡ª he works very hard to appear oblivious to the script¡¯s many idiocies. He does not succeed.A disaster movie by any definition, this sappy adaptation of Charles Martin¡¯s 2010 novel places Ben (Mr. Elba), a melancholy neurosurgeon, on a charter plane to Denver with Alex (Ms. Winslet), a supremely irritating photojournalist. Having joined forces when their commercial flight from Idaho was grounded by a storm, the two are further dismayed when their folksy pilot (Beau Bridges) suffers a stroke and smashes them into a snowy peak. Now they have to rescue not just themselves, but the pilot¡¯s golden Labrador ¡ª which has no name and, apparently, no appetite. Caught between the harsh demands of a survival story and the emotional beats of a romantic drama, the director, Hany Abu-Assad, grabs hold of neither. As the pair traipse to safety, artifice rules: A cougar is dispatched with shameless ease; an abandoned cabin manifests just in time to save a life and ¡ª almost three weeks into their ordeal ¡ª allow the couple to enjoy what is almost certainly malodorous sex. I half expected them to discover the fixings for a full English breakfast. On the upside, the frozen landscapes (shot in Canada by Mandy Walker) are lovely, and the dog is adorable. It¡¯s incredible that neither one of our starving lovers thought to eat it.",0.51484138551276,"Action"
"451","The Mummy","2017-06-09","2017-06-07","http://www.nytimes.com/2017/06/07/movies/the-mummy-review-tom-cruise.html","PG-13",0,"You¡¯ve no doubt been told that if you can¡¯t say something nice, you shouldn¡¯t say anything at all. If I followed that rule, I¡¯d be unemployed. But still. There¡¯s no great joy in accentuating the negative. So I will say this in favor of ¡°The Mummy¡±: It is 110 minutes long. That is about 20 minutes shorter than ¡°Pirates of the Caribbean: Dead Men Tell No Tales,¡± about which I had some unkind things to say a couple of weeks ago. Simple math will tell you how much better this movie is than that one. If you have no choice but to see it ¡ª a circumstance I have trouble imagining ¡ª you can start in on your drinking that much sooner.¡°The Mummy¡± begins with a supposed Egyptian proverb to the effect that ¡°we¡± never really die; ¡°we¡± assume new forms and keep right on living. I¡¯m not an Egyptologist, but it seems just as likely that those words were lifted from a movie-studio strategy memo. Universal, lacking a mighty superhero franchise, has gone into its intellectual-property files, which are full of venerable monsters, and created a commercial agglomeration it calls the Dark Universe. ¡°The Mummy¡± is the first of a slew ¡ª a swarm? a pestilence? ¡ª of features reviving those old creatures, including the one from the Black Lagoon. We can also look forward to new visits from Frankenstein¡¯s monster and his bride, the Wolf Man and the Invisible Man, among others.It sounds like fun. The ¡°Mummy¡± reboot from 1999, directed by Stephen Sommers and starring Brendan Fraser, was kind of fun. Monster movies frequently are. This one, directed by Alex Kurtzman and starring Tom Cruise, is an unholy mess. Mr. Cruise plays Nick Morton, a jaunty military daredevil with a sideline in antiquities theft and a nutty sidekick (Jake Johnson). When a caper goes wrong, the two call in an airstrike on an Iraqi village ¡ª I guess that¡¯s something people are doing for kicks nowadays ¡ª and a mysterious tomb is unearthed. Luckily, an archaeologist, Dr. Jenny Halsey (Annabelle Wallis), is on hand to explain what it¡¯s all about and also to affirm Nick¡¯s heterosexuality. Long story short: An ancient evil has been unleashed upon the world. Its agent is a long-buried pharaoh¡¯s daughter, Ahmanet (Sofia Boutella), who is covered with mysterious tattoos and convinced that Nick is her secret lover, or the god of death, or both. She gets inside his head, which is awkward both because he¡¯s kind of sweet on Jenny and because it¡¯s such an empty place. Ahmanet also has a retinue of zombielike minions at her disposal, who rampage through England on their way to a meeting with Russell Crowe. Mr. Crowe plays another fixture in the Dark Universe, a label that strikes me as a bit of an exaggeration. Dim Universe would be more accurate, with respect both to the murky, ugly images and to the intellectual capacities of the script, written and conceived by a bunch of people who are capable of better. The old black-and-white Universal horror movies were a mixed bag, but they had some imagination. They could be creepy or campy, weird or lyrical. ¡°The Mummy¡± gestures ¡ª or flails ¡ª in a number of directions but settles into the dreary 21st-century action-blockbuster template. There¡¯s chasing and fighting, punctuated by bouts of breathless explaining and a few one-liners that an archaeologist of the future might tentatively decode as jokes.There is a vague notion that Nick is struggling with dueling impulses toward good and evil, acting out his version of the Jekyll-Hyde predicament. A more interesting movie might have involved a similar struggle within Ahmanet, but a more interesting movie was not on anybody¡¯s mind.It will be argued that this one was made not for the critics but for the fans. Which is no doubt true. Every con game is played with suckers in mind.",0.44765209855707,"Action"
"452","The New Radical","2017-12-01","2017-11-30","http://www.nytimes.com/2017/11/30/movies/the-new-radical-review.html","",0,"For such a cerebral documentary, ¡°The New Radical¡± packs a wicked punch.Cody Wilson, a self-described techno-anarchist, found himself in trouble with the American government after publishing designs online that could be used to create a gun with a 3-D printer. Stopping him raises thorny questions involving the First and Second Amendments, and introduces broad arguments over liberty and innovation.Interviews with Mr. Wilson show him to be both astute and confounding, sometimes sounding like a cautious bookworm, other times like an undergrad drunk on Ayn Rand novels; he disdains corporate influence in politics, yet admires the alt-right movement.Mr. Wilson¡¯s interests don¡¯t end with guns. He has since joined with Amir Taaki, an anarchist from England, to create Dark Wallet, an internet application that allows for clandestine financial transactions using bitcoin. Like Mr. Wilson, Mr. Taaki has brazen ideas about revolution.Those ideas have been around for centuries. But technologies can now turn them into something frightening. Though it would have been valuable to see Mr. Wilson and Mr. Taaki challenged on their opinions, Adam Bhala Lough, the director, allows the men to make uncontested cases for their extremist and sometimes militant stances. Interviews with Julian Assange and mentions of George Orwell are sprinkled throughout, sowing a sense of paranoia. It¡¯s possible to fully, and vehemently, disagree with Mr. Wilson and Mr. Taaki yet still see their points. That can make ¡°The New Radical¡± unsettling. It also makes it a film worth watching.",0.903862526910745,"Documentary"
"453","The Nut Job 2","2017-08-11","2017-08-11","http://www.nytimes.com/2017/08/11/movies/the-nut-job-2-nutty-by-nature-review.html","PG",0,"The animated film ¡°The Nut Job 2: Nutty by Nature¡± features fluffy creatures and not much else. The jokes are thin, the computer animation is wanting and the inane plot is a series of set pieces strung together.The critters, led by a dour squirrel named Surly (Will Arnett), are in danger of losing their city park home thanks to an egomaniacal mayor (Bobby Moynihan) with a Texan accent who plans to build a shoddy amusement park over the sanctioned greenscape.You don¡¯t need to see the first ¡°Nut Job¡± movie to follow the sequel¡¯s nonsensical plot and the script¡¯s preference for bottom-shelf puns. The film¡¯s meanspirited tone picks on both creatures and humans, like construction workers for being illiterate, animals almost too dumb to survive and the wicked rich.Apart from Mr. Arnett¡¯s Surly, no other animal gets more than a few scraps of screen time, including Jackie Chan as the leader of a Chinatown mice gang and Bobby Cannavale as a dimwitted pup. Surly¡¯s relationship with his love interest, Andie (Katherine Heigl), plays out like a Goofus and Gallant comic strip in which he does things the easy way while she moralizes about the importance of hard work and coddles Surly through his tantrums. The director Cal Brunker, previously a storyboard artist for ¡°Despicable Me,¡± does not bring the warmth of that movie to this effort. Mr. Brunker, who wrote the script with five other people, fashions ¡°Nut Job 2¡± as its own dull amusement park ride, where slapdash animation, a dismal story and a score by Heitor Pereira repeated ad infinitum makes for few thrills.",0.00541724850749912,"Animation"
"454","The Only Living Boy in New York","2017-08-11","2017-08-10","http://www.nytimes.com/2017/08/10/movies/review-the-only-living-boy-in-new-york-jeff-bridges.html","R",0,"A wide-open goal post for accusations of triteness and affectation, Marc Webb¡¯s ¡°The Only Living Boy in New York¡± dares us to score the second we hear Jeff Bridges¡¯s cynical, omniscient voice-over. As W. F., an alcoholic author with a mysterious connection to the movie¡¯s nebbishy hero, Thomas (Callum Turner), Mr. Bridges slips delightedly into the kind of arrogant-artist role he perfected in ¡°The Door in the Floor¡± (2004). Here, his character is more grimy and less lustful, but no less certain of his own rectitude.Washing up in Thomas¡¯s Lower East Side apartment building, W. F. quickly becomes the young man¡¯s literary life coach. Heaven knows he needs one: An aspiring writer who equates rebellion with a downscale ZIP code and a whining contempt for the financial success of his father, Ethan (Pierce Brosnan), Thomas moons over a gorgeous young woman (Kiersey Clemons) and frets over his emotionally fragile mother (a warm Cynthia Nixon). He probably also needs a therapist, preferably a Freudian, to unravel why he¡¯s obsessively stalking his father¡¯s mistress, Johanna (Kate Beckinsale).Burdened by thuddingly obvious musical choices (including Simon & Garfunkel¡¯s gorgeous title song and, for crying out loud, Dylan¡¯s ¡°Visions of Johanna¡±), Allan Loeb¡¯s script is glib and grating. The way is cleared for W. F., with his aura of slovenly glamour and precise knowledge of the cooking temperature of heroin, to steal the show. But Mr. Turner holds his own, gamely countering his strong resemblance to the young Richard Gere with a performance of perplexed immaturity.Everyone, in fact, works hard to transcend the artifice, and they deserve better. So, for that matter, do Simon & Garfunkel.",0.0140973043867558,"Drama"
"455","The Ottoman Lieutenant","2017-03-10","2017-03-09","http://www.nytimes.com/2017/03/09/movies/review-the-ottoman-lieutenant.html","R",0,"¡°The Ottoman Lieutenant¡± is an overwrought nurse romance merged with a history lesson, a combination that is hard to take as seriously as the film wants to be taken.Hera Hilmar is Lillie, a young nurse in Philadelphia who hears a fund-raising presentation about a medical mission in a far-off land and makes a quixotic decision to go there. It¡¯s 1914, and the mission is in Van, part of the Ottoman Empire (now eastern Turkey), a place where complex political, religious and ethnic tensions are coming to a boil at the dawn of World War I.The doctor whose plea caught Lillie¡¯s attention, Jude (Josh Hartnett), is surprised when she shows up at the mission, but not only welcomes her, he also quickly develops a romantic interest in her. Unfortunately for him, he is not the title character. That honor goes to Ismail (Michiel Huisman), the military officer who was Lillie¡¯s reluctant escort to the remote site. He and Lillie clash at first, so you know they¡¯ll soon be hot and heavy for each other, a particular problem in this time and place because he is a Muslim, she a Christian.Forbidden love! Two men fighting over a woman! Panoramic horse rides though golden meadows while danger lurks! The film, written by Jeff Stockwell and directed by Joseph Ruben, has all the elements of a type of female fantasy that has seemed out of step since the 1950s. It aims to be an epic in the ¡°Doctor Zhivago¡± mold, but somehow the crashing score and picture-postcard images only diminish the world-shaking events swirling around this romantic triangle.",0.73588614301078,"Drama"
"456","The Penguin Counters","2017-04-21","2017-04-20","http://www.nytimes.com/2017/04/20/movies/the-penguin-counters-review.html","",0,"Here¡¯s what sounds like one dud job: calculating bird populations in Antarctica. But here¡¯s what that work has inspired: one swell documentary.¡°The Penguin Counters¡± follows a group of field biologists who travel to the frigid far South to estimate the animals¡¯ numbers and to gauge the damage that climate change is causing them. The researchers are led by Ron Naveen, a scientist who has made trips to the area for decades.¡°Penguins are my passion!¡± Mr. Naveen says. ¡°Do I live for this? Yeah, absolutely! It¡¯s what I live and breathe and think and do all the time.¡± He¡¯s contagiously cheery, and most of his sentences seem to end with an exclamation point or a sense of wonder. Even amid brutal conditions, he¡¯s an intrepid and encouraging guide.Listening to Mr. Naveen, though, is secondary to watching the views. Almost every shot of wildlife, distant mountains and violent seas is magnificent. Yet Peter Getzels, Harriet Gordon and Erik Osterholm, who filmed the scenes (Mr. Getzels and Ms. Gordon also directed), don¡¯t romanticize the region, delivering footage that¡¯s a bit scary as well as awe-inspiring. Old photographs and a short digression into explorations by Ernest Shackleton and Frank Wild are wonderful. Despite some distressing speculation about our warming planet, ¡°The Penguin Counters¡± stays hopeful throughout its running time of just over an hour. Much of that is attributable to Mr. Naveen, who remains upbeat, no matter the weather. After seeing that icy land, you¡¯ll probably never want to take his job. But that¡¯s O.K. He¡¯s more than happy to keep it.",0.916871148456627,"Documentary"
"457","The Promise","2017-04-21","2017-04-20","http://www.nytimes.com/2017/04/20/movies/the-promise-review-oscar-isaac.html","PG-13",0,"Weighed down by the worthiness of its intentions, ¡°The Promise¡± is a big, barren wartime romance that approaches the Armenian genocide with too much calculation and not nearly enough heat.It can happen all too easily. An otherwise highly competent director (in this case, Terry George) succumbs to the lure of addressing a real-life atrocity (here, the still-contested slaughter of more than a million peaceful Armenians by the Ottoman Empire during World War I). Somewhere along the way, though, the need to do justice to the slain and call out the perpetrators becomes a pillow that smothers every spark of originality. Even actors with the heft of Oscar Isaac and Christian Bale ¡ª playing an Armenian apothecary named Mikael and an American war reporter named Chris ¡ª appear muffled and indistinct.This dimming extends to an excruciatingly corny plot that has both characters vie for the twinkling affections of Ana (Charlotte Le Bon), a Paris-educated, terminally cute tutor. But first Mikael must finagle a dowry to finance medical school in Constantinople, so he promises to marry Maral (Angela Sarafyan), a lovely innocent from his village. Once in the grip of the city and Ana¡¯s charms, however, Mikael is lost; the combined demands of a soggy love triangle and the approach of war soon banish all thoughts of marriage ¡ª to Maral, at least. Mikael, then, is not particularly sympathetic, and Chris is a humorless newshound; so when the jackboots tramp and the killing begins, their fates are of less concern than they should be. And while Mikael endures the horrors of an Ottoman work camp, and Chris and Ana are busily saving orphans at a Protestant mission, their director ¡ª who was infinitely more adept with his other genocide movie, ¡°Hotel Rwanda¡± ¡ª appears oblivious to the story¡¯s inadequacies. Aspiring to the sweep of epics like ¡°Doctor Zhivago¡± and ¡°Reds,¡± Mr. George achieves neither the romantic delirium of the first nor the sheer swaggering gumption of the second. Money does not seem to have been the problem: The film reportedly cost almost $100 million, and some of it is even on the screen. Yet we never forget for one second that we¡¯re watching actors in fancy dress; behind the curtain of cattle cars and starving workers, above the noise of the explosions, we can hear the moviemaking machinery clank and whir.In 2002, the Canadian-Armenian director Atom Egoyan took a more modest yet ultimately more potent path to the genocide with his underseen ¡°Ararat.¡± Though not entirely successful, that film ¡ª which directly addressed the cinematic challenge of representing history ¡ª profited from sharply perceptive writing and a studious avoidance of melodrama. With even one of these attributes, ¡°The Promise¡± might have had a chance.",0.0560570308385338,"Drama"
"458","The Pulitzer at 100","2017-07-21","2017-07-20","http://www.nytimes.com/2017/07/20/movies/the-pulitzer-at-100-review.html","",0,"Although the Pulitzer Prizes go to literature and drama, they still don¡¯t recognize cinema. But adding movies to the list might only raise questions. Who would judge? Should fiction and documentary receive separate awards?An excellent example of what not to award, however, comes from ¡°The Pulitzer at 100,¡± an hour and a half of congratulatory platitudes timed to the prizes¡¯ centennial. Although produced independently, this documentary, directed by Kirk Simon, plays as if the Pulitzers were presenting an award to themselves.Past winners, including Wynton Marsalis, Paula Vogel, Tracy K. Smith and Tony Kushner, share insights on their writing processes and how the recognition has affected their careers. Celebrities like Natalie Portman and Martin Scorsese read from winning works, with which they are sometimes oddly paired.The best anecdotes aren¡¯t simple victory laps. Nicholas D. Kristof, a New York Times columnist, who received the award for his reporting on the Tiananmen Square democracy movement and his columns about the genocide in Darfur, notes ¡°a certain irony in gaining from a surge in human misery.¡± Carol D. Leonnig of The Washington Post recounts her prizewinning coverage of Secret Service lapses. John Filo and Nick Ut explain how they photographed famous images of the Vietnam era. Reporters from The Times-Picayune recall Hurricane Katrina. Yet couching these achievements in a testament to Joseph Pulitzer¡¯s enduring genius seems trivializing. The novelist Michael Cunningham admits that a different jury might not have awarded his book ¡°The Hours¡± (¡°another reason the prize goes into the sock drawer,¡± he says). More charitably, Junot D¨ªaz says he is surprised by how often the prizes get it right.",0.930069242443711,"Documentary"
"459","The Queen of Spain","2017-08-18","2017-08-16","http://www.nytimes.com/2017/08/16/movies/the-queen-of-spain-review.html","",0,"¡°The Queen of Spain,¡± a light ensemble romp from the veteran director Fernando Trueba, has fun with movie lore even as it pillories Hollywood¡¯s deal-making with the Francisco Franco regime in the 1950s. (The film is a sequel to Mr. Trueba¡¯s ¡°The Girl of Your Dreams,¡± from 1998, about a Third Reich engagement with Spanish showbiz.) In ¡°Queen,¡± an opening montage evoking newsreels describes Franco¡¯s invitation to American studios to shoot in Spain.Pen¨¦lope Cruz, who also starred in ¡°The Girl of Your Dreams,¡± is back as Macarena Granada, now a Hollywood superstar who, having acquired American citizenship, returns to her native Spain for a lavish American-Spanish coproduction about Queen Isabella and King Ferdinand. Blas Fontiveros (Antonio Resines), a former director exiled in France (and an ex-paramour of Macarena¡¯s), has sneaked back into the Spanish industry, working second-unit. After he is discovered by the authorities, Blas is banished to a labor camp, and a group that includes Macarena, her assistant (Loles L¨¦on), married crew hands (Santiago Segura and Neus Asensi) and a bumbling actor (Jorge Sanz) must smuggle him back to France.Mr. Trueba skillfully blends genuine and mock period footage to conjure the era, while Mandy Patinkin, as a blacklisted screenwriter; Cary Elwes, as a loutish American leading man; and Clive Revill, sending up John Ford, ably help represent the Hollywood contingent. As for Ms. Cruz, she luminously revisits the role of a screen diva who, when the country¡¯s dictator visits the set, is not above telling him off in the most delightfully coarse of terms.",0.884791418550756,"Comedy"
"460","The Rape of Recy Taylor","2017-12-15","2017-12-14","http://www.nytimes.com/2017/12/14/movies/the-rape-of-recy-taylor-review.html","",1,"Planting a flag firmly at the intersection of patriarchy, sexism and white supremacy, ¡°The Rape of Recy Taylor¡± is a documentary of multiple layers and marvelous gumption. As if apprised in advance of our current political moment, the director, Nancy Buirski, wields the titular violation as a signpost to a wider, more insidious American crime. In this way, the 1944 gang-rape of one black woman in Alabama becomes emblematic of the effacement of an entire gender.Were it not for the director¡¯s steady hand and adamantine focus on her destination, this ambition could have been the film¡¯s undoing. Instead, its scope is stirring, the gradual accumulation of insult and outrage reaching far beyond tiny Abbeville where the crime occurred and where Recy, then 24, lived with her husband and new daughter. The miracle, though, is that the movie isn¡¯t a diatribe. Its voices ¡ª including several members of Recy¡¯s family and that of Rosa Parks herself, who investigated the assault ¡ª are gentle and persuasive, using the horrific details of the rape and its aftermath as ballast to stabilize a heart-wrenching history of systemic injustice.The cleverness of this structure only gradually becomes apparent as Ms. Buirski slowly obliterates skin tone distinctions to land on a perfectly calibrated final section. Some may chide her, not without cause, for overreaching; yet the emotional impact of her deep-diving images ¡ª especially the astonishing clips from the ¡°race films¡± of the 1940s and earlier ¡ª is profound. An evocative shot of a black woman in a white dress, fleeing from someone in graceful terror, reminds us repeatedly of the movie¡¯s original atrocity.¡°They played in her body,¡± Recy¡¯s sister Alma Daniels says at one point. It¡¯s perhaps the most devastating claim in a film overflowing with them.",0.912063101429872,"Documentary"
"461","The Reagan Show","2017-06-30","2017-06-29","http://www.nytimes.com/2017/06/29/movies/the-reagan-show-review-ronald-reagan.html","",0,"For anyone (like this critic) who came of age in the 1980s, ¡°The Reagan Show¡± will be like a quick trip through a time warp. It all seems so long ago, and yet it also feels as if it were happening right now. The television journalists with their trench coats and stentorian inflections. The president on horseback. ¡°Evil Empire.¡± ¡°Trust, but verify.¡± ¡°Mr. Gorbachev, tear down this wall!¡±But for viewers seeking either to refresh their memories of, or to learn something new about, the 40th president, this documentary, directed by Sierra Pettengill and Pacho Velez and made up of ¡¯80s-vintage archival video, will prove puzzling and unsatisfying. It dwells, as people often did back then, on the remarkable fact that Reagan had been an actor in Hollywood, but it does not chronicle the path that took him from the movies to the California governor¡¯s mansion on his way to the White House.Nor does it deal with his campaigns, or with his role in the ideological transformation of American politics. Domestic policy is all but invisible. There is nothing about tax cuts, supply-side economics, the air traffic controllers¡¯ strike, AIDS or the Supreme Court. No Grenada, no El Salvador, no Lebanon. The Iran-contra scandal gets a bit of attention, but only as a sidebar to the film¡¯s main preoccupation, the arms race between the United States and the Soviet Union.That is a great and consequential story, of course, and focusing on it saves ¡°The Reagan Show¡± from triviality. The improbable diplomatic bromance between Reagan, an unbending anti-Communist, and Mikhail S. Gorbachev, the reform-minded general secretary of the Soviet Communist Party, yielded many memorable moments on the public stage. Their negotiation of an arms treaty also provides a rare and encouraging example of successful peacemaking between rival countries. While thin on strategic or historical analysis, the film does provide a glimpse at the characters of the two leaders. Reagan himself, though, remains something of a cipher. What you see in these videos, many of them recorded as part of a novel administration initiative called ¡°White House TV,¡± is mostly what you might remember or expect. The president seems like an affable, charming man, at once comfortable in his own skin and oddly detached from his surroundings, with a ready supply of quips, quotations and anecdotes to defuse whatever tension or discomfort might be hovering in the air. If you were predisposed to hate him, you might be surprised to feel a twinge of affection. If you already admired him, you may want a more robust hagiography.But, in any case, you will have to go elsewhere to assess the consequences of his style of leadership, and of the movement he helped bring to power. There are many fine books, of course, and a brilliant essay by Joan Didion. The rhetorical questions posed by earnest talking heads of the era have been rendered moot by history, but Reagan¡¯s legacy remains a live and contentious issue. His name is still routinely invoked, on the left and the right, with reverence and rage. ¡°The Reagan Show¡± helps attach a face to the name, but it doesn¡¯t accomplish much more than that.",0.911320944267763,"Documentary"
"462","The Red Turtle","2017-01-20","2017-01-19","http://www.nytimes.com/2017/01/19/movies/the-red-turtle-review.html","PG",0,"Water is one of the great achievements of modern digital animation. Recent Hollywood movies like ¡°Moana¡± and ¡°Finding Dory¡± display glistening waves, plump raindrops and churning ocean depths with gaudy trade-show flash. ¡°The Red Turtle,¡± a feature by the Dutch animator Michael Dudok de Wit, hews to a quieter, proudly analog (or at least analog-evoking) approach. The waves that toss the nameless protagonist, a presumably shipwrecked fellow with black-dot eyes and an inky beard, are proudly two-dimensional, and look as if they had been rendered with a pen and a brush rather than a mouse and a software application.The film, a French-Belgian-Japanese co-production made under the auspices of Studio Ghibli  (home of the great Hayao Miyazaki) in Tokyo is also notable, at least in contrast to most American commercial animation, for the absence of celebrity voices or, indeed, of any human speech at all. The score, by Laurent Perez del Mar, does include some wordless choral vocalizing, but the story, like the visual style, is simple and elemental, like a picture book that needs no words. The story has a wide-eyed, mutedly whimsical charm, with a light washing of eco-mysticism. Some of what happens may, on reflection, seem a little disturbing. The hapless mariner washes ashore ¡ª as such sailors usually do ¡ª on a deserted island, a tropical, rock-capped outcropping with wide, sandy beaches flanking a dense bamboo forest. There is a freshwater lagoon, and a few animals around for company and food, including sea lions and a squadron of quizzical crabs that silently and collectively perform the necessary cute-cartoon-sidekick duties. The red sea turtle, an enigmatic and beautifully drawn creature that seems to have some kind of grudge against our hero, shows up just when you start to wonder if it will. Every time the man tries to leave the island, the turtle smashes his raft and knocks him back over the sandbar onto the beach. This leads to a confrontation that nudges the story all the way into the realm of fable. I won¡¯t say exactly what happens, except to note that it¡¯s both enchanting and a little queasy-making. But new characters do appear, fleshing out the drama and the imagery. Events take place that allow Mr. Dudok de Wit to make the most of his subdued palette and his spare, lyrical draftsmanship.¡°The Red Turtle¡± practices a minor, gentle magic. It wants you to smile and say, ¡°Ahh,¡± rather than gasp and say, ¡°Wow.¡± But somehow the understatement can feel a bit overdone, as if the film were hovering over you, awaiting an expression of admiration. And it is hard not to admire the earnest artistry on display, even though it may also be hard to be as moved or enraptured as you suspect you should.",0.98837727784787,"Animation"
